0.639427,0.025011,0.275029,0.223211,0.736471,0.676699,0.892180,0.086939,0.421922,0.029797,0.218638,0.505355,0.026536,0.198838,0.649884,0.544941,0.220441,0.589266,0.809430,0.006499,0.805819
0.8847520261084642, 0.8885157947630706, 0.12049938232062483, 0, 1, 1, 0.5395206026032833, 0, 0.8806911857972123, 1, 0.8237464027159258, 0.21606275217571405, 0.6031838672005045, 0, 1, 1, 1, 1, 0, 1, 0.8666762738539684
0.1800526698826443,0.9891153432719308,0,1,0.4077757527444531,0.8215793942657639,0.01741157503276864,0.003081872605263501,0.7775549748553454,0.8445976101208897,0,1,0,0.0034092591232953557,0.5100618006824512,0,0.3653530590695158,1,0,0.7034120789502886,0
0.742918335,0.114502883,1,0.559283741,0.882194056,0,0.334105827,0.672194058,1,0.009482715,0.441029384,1,0.219384756,0,0.884726152,0.551029384,0.123948572,1,0.992837461,0.445102938,0
0.112938475,1,0.449283746,0,0.667192837,0.334105827,0.882937461,1,0.551029384,0.229384756,0,0.771928374,0.114502883,0.992837461,1,0.441029384,0.332938475,0,0.559283741,0.123948572,1
0.884726152,0.551029384,0,0.332938475,1,0.112938475,0.445102938,0.771928374,0.219384756,1,0.667192837,0,0.559283741,0.334105827,0.123948572,1,0.882194056,0.449283746,0,0.992837461,1
0.464811721,0.957010141,0.040338326,0.67701262,0.332088314,0.599264904,0,0,1,1,1,0.091104966,0.684484708,0.369738304,0.323052802,1,0.193644695,1,0.249525823,0.350936521,1
0.9622560353455828,1,0,0,1,1,1,0,0.86147339157364,1,0.5430266096979701,1,0,0.17621606443353027,1,0.4104209220994927,0.9374832102214393,1,0.29276559472066643,0.01825896895584212,0.28901297450699664
0.529172589472622,0.922844373638845,0,0,1,0.97740797893963,0.522667074764935,0.13107237590803,1,0.573481513675203,0.820908326273313,1,0.762014192221083,0,0.846901278455558,0.233434187541821,0.451355839928914,0,0,1,1
0.6886335247047445,0.8567495353611996,0,0.2404244599461632,0.5631504600376235,1,0.2858002135168895,0,0.727670954239156,1,0.6069296115174828,0.8790428638388929,0.917228092619434,0,0.6725483640267531,1,0,0,0.3829472987651745,0.0917396854510251,1
