0, 10, 257, 1446, 784.5, 810.0, 433.6625416150212, 0.0
1, 10, 1647, 3073, 2488.5, 2407.7, 569.7924271171038, 431.1393406391144
2, 10, 1702, 2852, 2538.5, 2461.6, 343.21485981816113, 868.2285902500153
3, 10, 2028, 2455, 2329.5, 2288.8, 132.9306586156858, 1270.6401057243347
4, 10, 1932, 2351, 2208.5, 2180.9, 130.12182753097193, 1663.2267680168152
5, 10, 1906, 2176, 2024.5, 2032.6, 75.18803096238123, 2048.337698698044
6, 10, 1994, 2152, 2084.5, 2082.4, 56.180423636708184, 2435.990557909012
7, 10, 1921, 2089, 2001.5, 1999.6, 53.158630531645564, 2790.6704778671265
8, 10, 1806, 1966, 1852.5, 1865.6, 49.57257306212781, 3155.937498807907
9, 10, 2092, 2260, 2137.0, 2148.4, 51.98307416842524, 3517.8334724903107
10, 10, 1961, 2125, 2002.5, 2025.8, 60.91764933087947, 3883.227761030197
11, 10, 2114, 2237, 2172.5, 2177.2, 35.82122275969931, 4241.4123249053955
12, 10, 1930, 2086, 1977.5, 1984.8, 42.92970999203232, 4598.250585794449
13, 10, 1998, 2140, 2087.0, 2074.7, 42.81133027599119, 4963.399420976639
14, 10, 2138, 2319, 2212.5, 2212.6, 51.49213532181395, 5320.779522180557
15, 10, 2049, 2240, 2123.5, 2118.8, 54.39448501456742, 5680.554814338684
16, 10, 2045, 2241, 2114.5, 2116.0, 60.19136150644875, 6030.544846534729
17, 10, 2127, 2261, 2172.5, 2184.2, 46.196969597582914, 6388.736840724945
18, 10, 1844, 1999, 1895.5, 1901.6, 46.22812996434097, 6753.17825460434
19, 10, 1918, 2068, 1975.0, 1976.6, 47.810459106768675, 7109.110914707184
20, 10, 1991, 2130, 2019.5, 2036.6, 41.74254424445161, 7459.459142923355
21, 10, 2154, 2285, 2226.5, 2212.7, 38.74803220810058, 7793.9659016132355
22, 10, 1963, 2080, 2033.0, 2026.8, 35.34628693370776, 8144.666833162308
23, 10, 2022, 2141, 2041.0, 2054.6, 34.06523154185217, 8503.715519428253
24, 10, 2152, 2239, 2180.0, 2187.0, 31.777350424476865, 8860.607553720474
25, 10, 1989, 2146, 2095.0, 2095.5, 41.776189390608614, 9207.640882968903
26, 10, 1972, 2074, 2029.5, 2031.0, 29.641187560554993, 9567.18570971489
27, 10, 2207, 2310, 2240.5, 2244.9, 30.683709032644668, 9948.139315366745
28, 10, 1908, 2068, 1983.0, 1980.7, 44.81751889607455, 10301.75500535965
29, 10, 2098, 2259, 2126.0, 2145.0, 47.520521882656126, 10650.534149885178
30, 10, 1937, 2076, 1984.5, 1996.4, 39.55300241448176, 11009.856469154358
31, 10, 2097, 2207, 2131.5, 2140.7, 32.671241176300605, 11374.657543420792
32, 10, 2181, 2316, 2252.0, 2253.2, 44.548400644692066, 11730.46708202362
33, 10, 1969, 2083, 2006.0, 2011.3, 29.698653168115218, 12075.984543561935
34, 10, 2024, 2158, 2071.5, 2080.2, 36.57266738973246, 12434.67495727539
35, 10, 2188, 2278, 2227.5, 2231.5, 32.122422075553395, 12782.750818014145
36, 10, 2111, 2204, 2143.0, 2145.2, 24.082358688467373, 13143.32403421402
37, 10, 2033, 2135, 2079.5, 2077.6, 33.317262792732535, 13489.976674079895
38, 10, 2099, 2185, 2131.0, 2135.1, 24.308229059312403, 13840.578372001648
39, 10, 2011, 2106, 2046.0, 2046.2, 25.20634840670104, 14188.365825891495
40, 10, 2332, 2430, 2391.0, 2385.6, 34.615603418111895, 14536.464040756226
41, 10, 2156, 2263, 2202.5, 2207.3, 28.663740160697802, 14885.625597715378
42, 10, 1952, 2124, 1999.5, 2005.7, 49.04701825799403, 15247.984071493149
43, 10, 1994, 2057, 2007.5, 2020.0, 24.203305559365234, 15590.69684624672
44, 10, 2089, 2191, 2138.5, 2133.6, 34.63293230438335, 15945.648032665253
45, 10, 2001, 2164, 2074.0, 2073.9, 43.48436500628703, 16310.310897827148
46, 10, 1902, 2011, 1949.0, 1950.8, 28.265880492211807, 16661.848648309708
47, 10, 2178, 2264, 2239.5, 2230.4, 25.172206895701457, 17009.13428378105
48, 10, 2059, 2153, 2091.5, 2100.4, 28.496315551312943, 17357.36709690094
49, 10, 1913, 1998, 1950.5, 1952.4, 31.16151472569971, 17723.496975183487
50, 10, 2159, 2245, 2200.0, 2201.7, 22.436800128360552, 18086.419148921967
51, 10, 2047, 2147, 2087.0, 2089.6, 32.924762717444146, 18464.517016649246
52, 10, 2184, 2278, 2227.5, 2221.4, 29.408162132306057, 18831.46348452568
53, 10, 2058, 2185, 2136.0, 2133.0, 39.35733730830886, 19191.65064930916
54, 10, 2204, 2332, 2272.0, 2269.8, 35.17612826904064, 19567.362383127213
55, 10, 2059, 2187, 2093.0, 2113.5, 48.02551405242842, 19938.735244750977
56, 10, 2113, 2195, 2141.5, 2145.7, 29.226871197581175, 20297.680026769638
57, 10, 2093, 2206, 2139.5, 2151.2, 36.36151812012255, 20660.217235326767
58, 10, 2280, 2352, 2328.5, 2318.6, 26.291443475016735, 21003.57295846939
59, 10, 2018, 2132, 2083.5, 2079.1, 35.0697875670783, 21359.806483268738
60, 10, 2014, 2163, 2059.5, 2067.0, 46.79529890918531, 21718.384398937225
61, 10, 1903, 1986, 1930.5, 1935.6, 23.328951969602063, 22091.60752439499
62, 10, 2067, 2163, 2140.5, 2127.3, 28.446616670528677, 22447.13976407051
63, 10, 1951, 2102, 2036.5, 2036.1, 44.76482994494673, 22815.802767276764
64, 10, 1863, 1988, 1904.5, 1907.3, 33.28077523135541, 23174.299506664276
65, 10, 2268, 2372, 2299.5, 2310.3, 33.16941362158819, 23535.52068090439
66, 10, 1985, 2102, 2060.0, 2057.3, 39.99512470289348, 23899.205315351486
67, 10, 2110, 2247, 2174.5, 2176.8, 33.31306050185122, 24274.55520939827
68, 10, 2294, 2375, 2319.5, 2325.1, 24.035182545593447, 24637.040039539337
69, 10, 2211, 2279, 2226.0, 2236.5, 23.703375287076735, 24986.475695371628
70, 10, 2173, 2258, 2228.0, 2221.4, 27.821574362354117, 25348.763458013535
71, 10, 1932, 2024, 1992.5, 1990.9, 28.1263221911433, 25722.66674208641
72, 10, 2148, 2217, 2191.5, 2188.1, 21.63538767852335, 26066.692554473877
73, 10, 2230, 2323, 2294.0, 2289.9, 28.605768648998055, 26414.223284244537
74, 10, 2139, 2289, 2241.5, 2238.5, 38.895372475398666, 26772.404294729233
75, 10, 2097, 2237, 2169.0, 2170.5, 39.880446336519356, 27141.123151779175
76, 10, 1964, 2035, 2003.0, 2002.7, 22.410042391749283, 27505.82774925232
77, 10, 2029, 2114, 2066.5, 2070.7, 33.01227044600235, 27859.830088853836
78, 10, 2221, 2275, 2240.0, 2243.6, 18.52133904446436, 28211.993911981583
79, 10, 2215, 2294, 2261.5, 2257.1, 27.204595200076035, 28562.392750263214
80, 10, 2006, 2093, 2043.5, 2049.1, 27.09409529768433, 28914.981421232224
81, 10, 1919, 2022, 1953.5, 1964.4, 36.064386865715605, 29270.123539209366
82, 10, 2039, 2139, 2095.5, 2090.1, 27.761304003954855, 29635.654178619385
83, 10, 2198, 2297, 2233.5, 2235.0, 29.230121450312176, 30007.75124359131
84, 10, 2107, 2216, 2159.5, 2157.6, 29.863690327888143, 30352.458347082138
85, 10, 1979, 2090, 2003.5, 2019.5, 35.85317280241736, 30713.755641698837
86, 10, 2105, 2190, 2154.5, 2151.6, 26.00846016203189, 31067.627989530563
87, 10, 1788, 1915, 1849.0, 1847.0, 33.56784175367847, 31420.63921904564
88, 10, 1952, 2035, 2007.0, 2000.3, 24.6983805137098, 31771.514132738113
89, 10, 2050, 2160, 2088.0, 2093.3, 30.591011751820176, 32126.413774490356
90, 10, 2015, 2095, 2066.5, 2067.8, 23.146490014686893, 32506.18344426155
91, 10, 1961, 2058, 1990.0, 2000.8, 32.30108357315587, 32870.29539990425
92, 10, 1905, 1992, 1971.0, 1955.8, 31.842738575694145, 33225.83556723595
93, 10, 1946, 2010, 1971.5, 1974.4, 19.03260360539251, 33601.99497413635
94, 10, 2132, 2187, 2171.0, 2161.0, 20.537770083434083, 33941.54529213905
95, 10, 1929, 2124, 2036.5, 2035.6, 48.435937071558754, 34290.982927560806
96, 10, 2062, 2159, 2140.0, 2127.1, 29.683160209115204, 34646.44726872444
97, 10, 2010, 2148, 2058.0, 2059.5, 35.14327816240255, 34992.60737657547
98, 10, 2122, 2223, 2176.5, 2174.2, 29.24653825668946, 35333.80718398094
99, 10, 1931, 2035, 1969.0, 1974.9, 30.0248230635919, 35686.31472706795
