0, 0, -1258.0, [0.15714006961440297, 0.22789982209079152, 0.7409495879153974, 0.09231132309231849, 0.6690730626597902, 0.3732986826581428, 0.39909645177356046, 0.7360082734500331, 0.240853247767423, 0.9196161180518078, 0.6877867590449454, 0.8101421257848436, 0.18695614921859216, 0.015077940219149322, 0.2721468326206452, 0.24218747618599634, 0.4154227332222452, 0.09746770964361262, 0.721039804057186, 0.7437336784057883, 0.32745620086338323], BATTLES: 153-97-136-179-148-161-137-129-118-
0, 1, -1070.0, [0.9681483628975714, 0.24101438317609525, 0.9476780913918915, 0.38647562612166175, 0.8196361698091357, 0.15227718838413185, 0.733071186246502, 0.528092443911583, 0.8692605619782086, 0.30500607323118434, 0.9597285674410319, 0.22014676319885818, 0.04754389577629303, 0.26591720456925627, 0.01401641619386218, 0.4376773859791845, 0.3448327578460364, 0.24030460694019096, 0.02196416640155663, 0.4697881166535409, 0.276221507986811], BATTLES: 124-99-88-153-116-109-146-117-118-
0, 2, -1763.0, [0.8543803471579388, 0.3694629668600735, 0.05526389887495764, 0.3361448194744995, 0.8610272931134594, 0.3425030646824634, 0.33436042446540426, 0.19464608731207245, 0.13269665106276618, 0.36564658172679587, 0.983168142034719, 0.5085747678662469, 0.7571129643606994, 0.36945052713516613, 0.2168297957987395, 0.8557600180462602, 0.5763505262532176, 0.4235475709928269, 0.5862302735369962, 0.020745919509687405, 0.022645280307342586], BATTLES: 218-164-118-239-204-160-260-213-187-
0, 3, -1092.0, [0.19365068663396479, 0.45685262084640244, 0.998192851125536, 0.5485406098987881, 0.9599371191912172, 0.00431818228773162, 0.5975037482795041, 0.8819741239691933, 0.8375195306247941, 0.9481947785554955, 0.0167435742482136, 0.3999544499009988, 0.21856744297443353, 0.054553453570345134, 0.04691016197749209, 0.49034492106187233, 0.35502738944916545, 0.7795844445148075, 0.45327527320329963, 0.9778690052975868, 0.9209297784546961], BATTLES: 101-88-104-142-127-126-146-130-128-
0, 4, -1808.0, [0.3597246140046624, 0.3495475098652455, 0.4155171458597804, 0.6704202124432382, 0.8663886026305896, 0.9064364431099996, 0.7296570383722936, 0.7557470517377871, 0.837969337667587, 0.8245242238810474, 0.22535787985088196, 0.016399881222510237, 0.9105079127383322, 0.06392958716271446, 0.4230070459502696, 0.95167730481876, 0.3508150982322745, 0.9239251453782762, 0.5725426420609239, 0.5647187396761336, 0.9593488478249502], BATTLES: 214-193-214-231-210-225-173-159-189-
0, 5, -96.0, [0.8983462304569262, 0.3429736546101486, 0.3220004378857907, 0.4026818919900268, 0.33143841645731187, 0.21755014338091594, 0.46133943546882417, 0.9076005021344137, 0.01429542707857967, 0.0451629974859199, 0.6932435590090289, 0.8725295923131557, 0.7516843308739296, 0.6926624538890594, 0.6961256048840795, 0.24479779848353878, 0.5622716804649732, 0.5401537207399938, 0.7448359878917838, 0.3282673678139948, 0.5315801773484071], BATTLES: 18-3-3-27-5-4-27-6-3-
0, 6, -175.0, [0.03271827756428469, 0.8466156965153412, 0.6917142616829466, 0.8199081439069563, 0.041375199693668985, 0.696273688470003, 0.6093577730561256, 0.41252411883670026, 0.808411542870965, 0.8876800627052698, 0.7119166968574528, 0.6745095870480599, 0.1743612721713641, 0.9012535050652187, 0.46682258363884843, 0.3427410090734352, 0.17772820218908258, 0.1354159404662605, 0.15176055497121654, 0.5918592526251026, 0.5888972263028134], BATTLES: 14-5-10-28-21-22-32-22-21-
0, 7, -650.0, [0.6060746602247448, 0.40145354884534, 0.6936765709944052, 0.5977263125652774, 0.19980736459837445, 0.0327517243017873, 0.6174856354920133, 0.367330164624286, 0.5304501072528375, 0.7040448882604794, 0.2601962685667486, 0.39394322567950424, 0.6428774529298489, 0.7634938848393851, 0.4360403180815834, 0.6354069147034085, 0.49220011905052086, 0.12543487363524486, 0.7941404748904269, 0.264202183344161, 0.5652335099570128], BATTLES: 62-45-52-104-69-64-124-68-62-
0, 8, -1209.0, [0.0034004922723114284, 0.06897152774193094, 0.7425447920894367, 0.8846747951337737, 0.8222980591097622, 0.10676673004549964, 0.4598433742590019, 0.48992780402508185, 0.8911178387583353, 0.7195389022211416, 0.2274809325253716, 0.8784639262386661, 0.6107804002881837, 0.30036357723678797, 0.07870899449064717, 0.5051193635104047, 0.903516790883063, 0.7840138712680143, 0.27700984756708624, 0.337337285076709, 0.5406784546257212], BATTLES: 120-83-132-154-142-166-145-125-142-
0, 9, -1943.0, [0.5958538653953821, 0.6214972206920393, 0.32657661467844046, 0.4458601874351381, 0.6305224740324215, 0.7629092520961037, 0.4785609180787147, 0.20679363825357333, 0.3625721852229208, 0.29105991480654503, 0.11342045781821708, 0.9200889566549836, 0.4384066019392622, 0.18302812020572268, 0.2673815755217278, 0.5252822836411201, 0.3174295694529743, 0.7700365900725771, 0.17933101539824814, 0.4289753893280842, 0.2724180673190556], BATTLES: 211-194-189-239-204-214-241-229-222-
0, 10, -1824.0, [0.386265434054911, 0.4261632291449301, 0.34548002289568713, 0.29622151690885756, 0.8594593647712486, 0.7128344911038672, 0.6714911158282114, 0.6267701299802677, 0.5173049837821391, 0.9171840576358997, 0.15772375925974824, 0.13552377057501508, 0.3442703067105307, 0.26643255408668265, 0.5580261703650591, 0.06272667120658304, 0.0261723122319778, 0.4480854827924772, 0.5320295005831635, 0.36980020387757484, 0.9257818986371017], BATTLES: 212-190-217-226-205-217-185-181-191-
0, 11, -1777.0, [0.3852052773062943, 0.5398930187839642, 0.16318297627058942, 0.6128655181070601, 0.7265913792194179, 0.35828858162990695, 0.9433834409903377, 0.5357551798546433, 0.07539441904265198, 0.988493648434872, 0.3910768883319615, 0.2783742583282618, 0.5146986266532593, 0.4416448135229948, 0.5057835288405835, 0.45920930640379276, 0.020854052077723173, 0.3862711021500852, 0.6726322102719638, 0.31005009091531166, 0.49814338310507467], BATTLES: 180-175-185-208-183-206-215-209-216-
0, 12, -1754.0, [0.8448407998754623, 0.06650914598289481, 0.04652442748911445, 0.7660390976182199, 0.6611341811184902, 0.303735616205262, 0.1747940719051848, 0.3105379474586214, 0.2171232938286244, 0.1707114352282587, 0.856818309924083, 0.20823154562364166, 0.6474772614401182, 0.6359893006977447, 0.4367353826025223, 0.8405854773008061, 0.7652752758404434, 0.8639997194752324, 0.27780551835485756, 0.8022343789637588, 0.3329531532925497], BATTLES: 220-170-129-247-207-165-220-202-194-
0, 13, -990.0, [0.34193111222228245, 0.8692223307945338, 0.12811428848328676, 0.2843620390327113, 0.8380225030613743, 0.0924879971205742, 0.07638383769103596, 0.990605776446499, 0.39172889583391646, 0.683447427139423, 0.8714364870284012, 0.2230609500891616, 0.8203202205491895, 0.4508324608002683, 0.8485505408764449, 0.40453168198309053, 0.6240190808885935, 0.8992439184339998, 0.16591247270525944, 0.23619937564200688, 0.6781913281175459], BATTLES: 89-64-73-126-105-94-159-142-138-
0, 14, -1491.0, [0.8394140071487972, 0.9683248970964765, 0.60436552521758, 0.3761812797751811, 0.4811346442666201, 0.3420697476177901, 0.16583953147736497, 0.08715352082088423, 0.3381447280066814, 0.6007213480871947, 0.1488333508208548, 0.9191437987847109, 0.3475431304391361, 0.1851227689339282, 0.9889218710611188, 0.9018401698765747, 0.8659315876830497, 0.10543567453649239, 0.9874908522690383, 0.802016857536459, 0.8926892684151736], BATTLES: 164-127-129-200-154-154-211-181-171-
