gen_start,gen_end,best_start,best_end,gen_95pct_best,auc_norm,tail_std_best,agent
0,35,2401.0,2768.0,2,0.9784190350032113,23.72202299552043,21 głębokościowy
0,43,1943.0,2716.0,1,1.038412940152631,30.487803673592268,bazowy 21
0,43,2188.0,2707.0,1,1.0483972529133223,16.016966313148792,28 znormalizowany
0,43,1958.0,2707.0,1,1.04477029250764,17.550632221034792,63 parametry
0,43,2086.0,2677.0,1,1.0489311305056541,12.128936932440167,28 parametrów
0,43,2010.0,2660.0,1,1.0618677375256322,25.359635468813646,63 płynny
