# generation | ind | opp0 opp1 ... oppN
generation 0
  ind 7: opp0=43  opp1=34  opp2=43  opp3=40  opp4=41  opp5=41  opp6=38  opp7=44  opp8=30  opp9=33  opp10=32  opp11=36  opp12=41  opp13=43  opp14=43

generation 16
  ind 0: opp0=44  opp1=33  opp2=39  opp3=39  opp4=31  opp5=39  opp6=36  opp7=33  opp8=37  opp9=35  opp10=35  opp11=31  opp12=36  opp13=38  opp14=39
  ind 1: opp0=34  opp1=35  opp2=40  opp3=49  opp4=31  opp5=40  opp6=34  opp7=38  opp8=32  opp9=38  opp10=31  opp11=29  opp12=39  opp13=27  opp14=40
  ind 2: opp0=38  opp1=34  opp2=43  opp3=41  opp4=34  opp5=39  opp6=38  opp7=36  opp8=33  opp9=41  opp10=36  opp11=26  opp12=36  opp13=35  opp14=32
  ind 3: opp0=36  opp1=25  opp2=36  opp3=38  opp4=35  opp5=47  opp6=35  opp7=40  opp8=36  opp9=32  opp10=34  opp11=31  opp12=34  opp13=36  opp14=39
  ind 4: opp0=31  opp1=41  opp2=44  opp3=48  opp4=41  opp5=39  opp6=32  opp7=35  opp8=35  opp9=43  opp10=35  opp11=37  opp12=37  opp13=38  opp14=40
  ind 5: opp0=38  opp1=32  opp2=39  opp3=39  opp4=33  opp5=37  opp6=27  opp7=35  opp8=34  opp9=30  opp10=37  opp11=35  opp12=42  opp13=29  opp14=37
  ind 6: opp0=36  opp1=38  opp2=41  opp3=41  opp4=41  opp5=42  opp6=35  opp7=37  opp8=35  opp9=37  opp10=41  opp11=31  opp12=33  opp13=33  opp14=43
  ind 7: opp0=39  opp1=33  opp2=35  opp3=43  opp4=41  opp5=36  opp6=36  opp7=37  opp8=34  opp9=42  opp10=37  opp11=30  opp12=38  opp13=33  opp14=42

generation 17
  ind 0: opp0=39  opp1=41  opp2=36  opp3=33  opp4=35  opp5=41  opp6=36  opp7=34  opp8=37  opp9=34  opp10=41  opp11=36  opp12=41  opp13=44  opp14=41
  ind 1: opp0=41  opp1=43  opp2=45  opp3=39  opp4=34  opp5=37  opp6=33  opp7=36  opp8=33  opp9=40  opp10=34  opp11=33  opp12=37  opp13=41  opp14=38
  ind 2: opp0=31  opp1=39  opp2=44  opp3=39  opp4=46  opp5=36  opp6=27  opp7=37  opp8=29  opp9=41  opp10=40  opp11=32  opp12=35  opp13=34  opp14=40
